,ParticipationDate,Progress,Duration_S,Duration_M,Finished,ResponseID,US_LatLong,HealthyAdult,Consent,CisMen_Caring,CisMen_WarmInRelations,CisMen_Empathetic,CisMen_Affectionate,CisMen_Friendly,CisMen_Just,CisMen_Fair,CisMen_Considerate,CisMen_Trustworthy,CisMen_Reliable,CisMen_SelfConfident,CisMen_GoodUnderPressure,CisMen_Persistent,CisMen_HasLeadershipQualities,CisMen_FeelSuperior,CisMen_Efficient,CisMen_Capable,CisMen_Competent,CisMen_Intelligent,CisMen_Clever,CisMen_DisplayOrder,CisWomen_Caring,CisWomen_WarmInRelations,CisWomen_Empathetic,CisWomen_Affectionate,CisWomen_Friendly,CisWomen_Just,CisWomen_Fair,CisWomen_Considerate,CisWomen_Trustworthy,CisWomen_Reliable,CisWomen_SelfConfident,CisWomen_GoodUnderPressure,CisWomen_Persistent,CisWomen_HasLeadershipQualities,CisWomen_FeelSuperior,CisWomen_Efficient,CisWomen_Capable,CisWomen_Competent,CisWomen_Intelligent,CisWomen_Clever,CisWomen_DisplayOrder,TransMen_Caring,TransMen_WarmInRelations,TransMen_Empathetic,TransMen_Affectionate,TransMen_Friendly,TransMen_Just,TransMen_Fair,TransMen_Considerate,TransMen_Trustworthy,TransMen_Reliable,TransMen_SelfConfident,TransMen_GoodUnderPressure,TransMen_Persistent,TransMen_HasLeadershipQualities,TransMen_FeelSuperior,TransMen_Efficient,TransMen_Capable,TransMen_Competent,TransMen_Intelligent,TransMen_Clever,TransMen_DisplayOrder,TransWomen_Caring,TransWomen_WarmInRelations,TransWomen_Empathetic,TransWomen_Affectionate,TransWomen_Friendly,TransWomen_Just,TransWomen_Fair,TransWomen_Considerate,TransWomen_Trustworthy,TransWomen_Reliable,TransWomen_SelfConfident,TransWomen_GoodUnderPressure,TransWomen_Persistent,TransWomen_HasLeadershipQualities,TransWomen_FeelSuperior,TransWomen_Efficient,TransWomen_Capable,TransWomen_Competent,TransWomen_Intelligent,TransWomen_Clever,TransWomen_DisplayOrder,NonBinary_Caring,NonBinary_WarmInRelations,NonBinary_Empathetic,NonBinary_Affectionate,NonBinary_Friendly,NonBinary_Just,NonBinary_Fair,NonBinary_Considerate,NonBinary_Trustworthy,NonBinary_Reliable,NonBinary_SelfConfident,NonBinary_GoodUnderPressure,NonBinary_Persistent,NonBinary_HasLeadershipQualities,NonBinary_FeelSuperior,NonBinary_Efficient,NonBinary_Capable,NonBinary_Competent,NonBinary_Intelligent,NonBinary_Clever,NonBinary_DisplayOrder,PersonallyEncountered_CisMen,PersonallyEncountered_CisWomen,PersonallyEncountered_TransMen,PersonallyEncountered_TransWomen,PersonallyEncountered_NonBinary,PersonallyEncountered_Order,MediaStories_CisMen,MediaStories_CisWomen,MediaStories_TransMen,MediaStories_TransWomen,MediaStories_NonBinary,MediaStories_Order,AttentionCheck,Essentialism_Discreteness,Essentialism_Naturalness,Essentialism_Immutability,Essentialism_Stability,Essentialism_Necessity,Essentialism_Uniformity,Essentialism_Informativeness,Essentialism_Inherence,Essentialism_Exclusivity,NfC_1,NfC_2,NfC_3,NfC_4,NfC_5,NfC_6,NfC_7,NfC_8,NfC_Order_FirstHalf,NfC_9,NfC_10,NfC_11,NfC_12,NfC_13,NfC_14,NfC_15,NfC_Order_SecondHalf,HighestEducation,Conservatism,Liberalism,Political_Order,SubjSES_US,SubjSES_Community,Confusion.in.Comment,SocialCategoryOrder,Essentialism_Order,QualityControl,Age_General,RacialIdentity_WhitePoC,GenderIdentity_General,Sexuality_Summary,AnnualPreTaxIncome_Categorical
83,11/8/2017,100,478,7.966666667,1,2Y2EIns2LEKhvml,1,1,1,0,-1,-1,-1,1,0,0,0,0,2,1,-1,2,1,2,0,1,1,1,1,Competent|GoodUnderPressure|Efficient|Just|Caring|Friendly|Clever|Reliable|HasLeadershipQualities|WarmInRelations|Trustworthy|Considerate|Fair|FeelSuperior|SelfConfident|Affectionate|Capable|Empathetic|Persistent|Intelligent,1,1,2,1,2,1,1,1,2,1,1,1,1,1,0,2,2,2,2,0,Clever|HasLeadershipQualities|Intelligent|Competent|GoodUnderPressure|Friendly|Empathetic|Reliable|Persistent|Efficient|FeelSuperior|Affectionate|Caring|Capable|Trustworthy|SelfConfident|Fair|Considerate|WarmInRelations|Just,1,1,0,0,1,0,1,0,0,0,1,0,1,1,2,1,0,1,1,0,Just|Friendly|SelfConfident|Empathetic|Considerate|FeelSuperior|Competent|Caring|GoodUnderPressure|Reliable|WarmInRelations|Affectionate|Capable|Efficient|Persistent|Clever|Intelligent|Fair|Trustworthy|HasLeadershipQualities,1,1,2,2,2,0,1,1,1,1,0,0,2,2,0,1,1,2,1,2,SelfConfident|Trustworthy|GoodUnderPressure|Caring|Friendly|Reliable|FeelSuperior|Considerate|Just|HasLeadershipQualities|Capable|Fair|Clever|Competent|Empathetic|Efficient|WarmInRelations|Intelligent|Persistent|Affectionate,1,0,1,1,0,1,1,0,1,0,0,0,1,0,2,0,0,1,0,0,Considerate|Empathetic|Just|Capable|SelfConfident|Trustworthy|Fair|HasLeadershipQualities|Friendly|Affectionate|GoodUnderPressure|Caring|Persistent|Intelligent|FeelSuperior|WarmInRelations|Reliable|Clever|Efficient|Competent,3,3,0,0,0,NonBinary|CisMen|CisWomen|TransMen|TransWomen,3,3,3,3,1,CisWomen|TransMen|NonBinary|CisMen|TransWomen,1,4,7,5,5,2,3,5,5,3,6,6,3,5,3,6,5,4,7|2|4|1|6|5|8|3,4,5,6,6,5,6,6,14|9|11|10|12|15|13,2,1,6,Liberalism|Conservatism,5,5,0,TransWomen|CisMen|Non-Binary|TransMen|CisWomen,Informativeness|Exclusivity|Naturalness|Immutability|Uniformity|Stability|Discreteness|Necessity|Inherence,Keep,1,1,2,1,4
84,11/6/2017,100,528,8.8,1,2Ys3DbVuVqVtB8z,1,1,1,-1,-1,-1,-1,0,0,0,-1,0,0,1,0,1,0,1,1,1,0,0,0,Fair|Just|FeelSuperior|Persistent|Caring|SelfConfident|Trustworthy|GoodUnderPressure|Considerate|Empathetic|Intelligent|Competent|Efficient|Friendly|Capable|Clever|WarmInRelations|HasLeadershipQualities|Reliable|Affectionate,1,1,1,1,1,1,1,1,0,0,-1,0,0,1,-1,0,1,1,1,0,HasLeadershipQualities|Affectionate|Intelligent|GoodUnderPressure|FeelSuperior|Fair|Considerate|Empathetic|Caring|Persistent|Reliable|Capable|Trustworthy|WarmInRelations|Friendly|Efficient|SelfConfident|Just|Competent|Clever,1,1,1,1,1,1,1,1,-1,0,-1,0,0,-1,-1,0,0,-1,-1,-1,Trustworthy|Persistent|Affectionate|WarmInRelations|Capable|Caring|Efficient|Empathetic|Friendly|HasLeadershipQualities|Considerate|Reliable|Competent|SelfConfident|FeelSuperior|Just|Clever|Intelligent|Fair|GoodUnderPressure,1,1,1,1,0,0,1,1,-1,-1,-1,0,0,-1,-1,0,0,-1,-1,0,Efficient|GoodUnderPressure|Competent|Affectionate|Just|Caring|WarmInRelations|Persistent|FeelSuperior|Friendly|HasLeadershipQualities|Intelligent|SelfConfident|Clever|Empathetic|Reliable|Capable|Trustworthy|Fair|Considerate,1,1,1,1,1,0,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,HasLeadershipQualities|Capable|Caring|Friendly|Trustworthy|GoodUnderPressure|Considerate|Just|Clever|Intelligent|Efficient|Affectionate|Reliable|SelfConfident|Competent|Persistent|FeelSuperior|Fair|WarmInRelations|Empathetic,3,3,1,1,0,NonBinary|CisWomen|TransWomen|TransMen|CisMen,3,3,1,1,1,NonBinary|CisWomen|TransWomen|TransMen|CisMen,1,0,8,8,8,0,7,1,1,0,2,4,5,6,4,5,6,5,5|6|1|2|3|4|7|8,5,5,5,6,5,2,5,14|9|13|11|15|12|10,5,3,5,Conservatism|Liberalism,2,3,0,CisWomen|CisMen|TransWomen|TransMen|Non-Binary,Exclusivity|Discreteness|Naturalness|Immutability|Informativeness|Inherence|Uniformity|Stability|Necessity,Keep,2,1,1,1,1
85,11/6/2017,100,588,9.8,1,2YVfiQFXk1rfC9r,1,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,1,1,1,1,0,Caring|FeelSuperior|Competent|Trustworthy|Empathetic|Persistent|Considerate|HasLeadershipQualities|Capable|SelfConfident|Friendly|Clever|Just|Reliable|WarmInRelations|Efficient|Fair|Intelligent|GoodUnderPressure|Affectionate,1,1,1,1,1,1,1,1,1,1,0,0,0,0,-1,1,1,1,1,0,Empathetic|Friendly|Caring|SelfConfident|Reliable|Intelligent|Capable|Clever|Efficient|Persistent|Fair|WarmInRelations|Competent|Considerate|HasLeadershipQualities|Just|GoodUnderPressure|Trustworthy|FeelSuperior|Affectionate,1,1,1,1,1,1,1,1,1,1,1,0,1,0,-1,0,1,1,1,0,FeelSuperior|Intelligent|Reliable|HasLeadershipQualities|Competent|SelfConfident|Fair|Affectionate|GoodUnderPressure|Caring|Efficient|Persistent|Capable|Empathetic|Considerate|WarmInRelations|Clever|Just|Friendly|Trustworthy,1,1,1,1,1,1,1,1,1,1,1,0,1,1,-1,0,1,0,0,0,Efficient|Capable|Considerate|SelfConfident|Intelligent|HasLeadershipQualities|WarmInRelations|Affectionate|Caring|Trustworthy|Clever|Just|FeelSuperior|GoodUnderPressure|Persistent|Friendly|Empathetic|Competent|Fair|Reliable,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,0,0,0,0,Affectionate|Persistent|WarmInRelations|Fair|Friendly|Capable|Competent|FeelSuperior|Empathetic|Just|SelfConfident|Reliable|GoodUnderPressure|Efficient|Intelligent|Trustworthy|Clever|Caring|Considerate|HasLeadershipQualities,3,3,1,1,1,CisMen|NonBinary|TransMen|CisWomen|TransWomen,3,3,2,2,1,CisWomen|NonBinary|TransWomen|CisMen|TransMen,1,5,3,5,5,4,1,NA,6,4,3,3,2,4,5,2,5,4,2|4|6|1|3|5|8|7,3,4,4,2,2,4,5,11|13|14|9|15|10|12,5,2,6,Conservatism|Liberalism,6,5,0,TransMen|CisWomen|CisMen|Non-Binary|TransWomen,Immutability|Inherence|Necessity|Naturalness|Exclusivity|Informativeness|Stability|Discreteness|Uniformity,Keep,1,1,2,1,3
86,11/6/2017,100,238,3.966666667,1,2zirK87347Y09SP,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Intelligent|Caring|Considerate|Reliable|Competent|Friendly|FeelSuperior|Empathetic|HasLeadershipQualities|Clever|Fair|SelfConfident|Efficient|Affectionate|Just|Trustworthy|Persistent|Capable|WarmInRelations|GoodUnderPressure,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Just|Efficient|FeelSuperior|SelfConfident|Trustworthy|Empathetic|Caring|Intelligent|Considerate|HasLeadershipQualities|Clever|GoodUnderPressure|Affectionate|Competent|Capable|Persistent|Friendly|Fair|Reliable|WarmInRelations,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Friendly|WarmInRelations|Considerate|Affectionate|Persistent|Capable|Intelligent|SelfConfident|FeelSuperior|Fair|Empathetic|Caring|Competent|GoodUnderPressure|Trustworthy|Just|Efficient|HasLeadershipQualities|Clever|Reliable,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,HasLeadershipQualities|Efficient|Just|Trustworthy|GoodUnderPressure|WarmInRelations|Persistent|SelfConfident|Caring|FeelSuperior|Friendly|Fair|Competent|Clever|Considerate|Affectionate|Capable|Intelligent|Empathetic|Reliable,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Capable|Empathetic|HasLeadershipQualities|Clever|Friendly|Fair|Efficient|SelfConfident|GoodUnderPressure|Affectionate|Caring|Intelligent|FeelSuperior|Just|Persistent|Considerate|Trustworthy|Reliable|Competent|WarmInRelations,3,3,0,0,0,TransMen|TransWomen|CisWomen|NonBinary|CisMen,3,3,3,3,3,TransMen|NonBinary|TransWomen|CisMen|CisWomen,1,6,6,4,4,4,7,7,NA,4,5,NA,5,5,4,4,5,4,4|7|6|5|2|8|1|3,4,4,4,5,4,6,5,14|15|12|13|11|10|9,2,1,7,Liberalism|Conservatism,4,6,0,TransMen|TransWomen|CisWomen|Non-Binary|CisMen,Uniformity|Discreteness|Immutability|Stability|Necessity|Exclusivity|Inherence|Naturalness|Informativeness,Keep,1,1,2,2,6
87,11/6/2017,100,892,14.86666667,1,2zNKdyXevwXKGT3,0,1,1,1,1,1,2,2,-1,1,0,2,0,1,0,0,2,1,1,1,1,2,2,Efficient|Empathetic|HasLeadershipQualities|Reliable|SelfConfident|FeelSuperior|Considerate|Affectionate|WarmInRelations|Capable|Intelligent|GoodUnderPressure|Friendly|Caring|Fair|Clever|Trustworthy|Persistent|Competent|Just,2,1,NA,2,0,-1,1,1,1,0,2,0,2,0,1,0,1,1,0,1,Caring|Clever|Considerate|Persistent|Fair|Reliable|Friendly|SelfConfident|FeelSuperior|Empathetic|Capable|Affectionate|HasLeadershipQualities|Just|Competent|GoodUnderPressure|Intelligent|Trustworthy|WarmInRelations|Efficient,2,1,2,0,1,-1,2,1,1,0,2,1,0,0,0,0,1,0,2,0,Trustworthy|Persistent|FeelSuperior|Intelligent|Considerate|Caring|Empathetic|Capable|Friendly|Just|Efficient|Competent|Clever|Fair|GoodUnderPressure|SelfConfident|HasLeadershipQualities|WarmInRelations|Reliable|Affectionate,1,-2,-1,0,1,1,0,0,1,-1,1,-2,0,-2,-1,0,1,-1,0,1,FeelSuperior|WarmInRelations|Trustworthy|Competent|Friendly|Considerate|HasLeadershipQualities|Persistent|Intelligent|Capable|Empathetic|GoodUnderPressure|Caring|Reliable|Just|Fair|SelfConfident|Clever|Affectionate|Efficient,1,0,0,0,1,0,1,0,2,1,2,1,-1,-2,1,1,0,0,1,1,GoodUnderPressure|Considerate|SelfConfident|FeelSuperior|Just|Empathetic|Fair|Clever|HasLeadershipQualities|Trustworthy|Friendly|Intelligent|Affectionate|WarmInRelations|Efficient|Competent|Persistent|Reliable|Capable|Caring,3,0,0,0,0,CisMen|TransWomen|NonBinary|TransMen|CisWomen,3,3,0,0,0,TransWomen|NonBinary|TransMen|CisMen|CisWomen,1,2,5,3,5,4,7,6,5,6,5,4,3,5,5,3,6,3,5|4|6|7|1|8|2|3,3,6,4,5,4,5,3,14|15|9|10|12|13|11,6,4,5,Conservatism|Liberalism,8,6,0,Non-Binary|CisMen|TransMen|CisWomen|TransWomen,Exclusivity|Stability|Necessity|Informativeness|Inherence|Naturalness|Discreteness|Uniformity|Immutability,5 - Not In US - Zip Code,1,2,1,1,1
88,11/8/2017,100,446,7.433333333,1,2zvEHfvsu8JaL13,1,1,1,2,2,0,1,2,-1,-1,2,1,2,1,2,1,1,2,2,1,2,1,1,Affectionate|Clever|Friendly|GoodUnderPressure|Capable|Intelligent|Persistent|SelfConfident|Competent|FeelSuperior|Considerate|HasLeadershipQualities|Reliable|Trustworthy|Caring|Fair|WarmInRelations|Empathetic|Just|Efficient,2,1,1,1,2,1,2,0,0,1,-1,0,0,2,1,1,1,0,1,1,Reliable|Just|Efficient|WarmInRelations|HasLeadershipQualities|GoodUnderPressure|Fair|FeelSuperior|Intelligent|Clever|Persistent|Trustworthy|Capable|Affectionate|Considerate|Caring|SelfConfident|Competent|Friendly|Empathetic,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Empathetic|Fair|SelfConfident|Just|Affectionate|Friendly|Caring|Considerate|Persistent|Clever|Competent|WarmInRelations|GoodUnderPressure|Trustworthy|FeelSuperior|Capable|Intelligent|HasLeadershipQualities|Efficient|Reliable,0,1,2,-1,2,0,1,1,1,-1,-1,1,1,0,2,1,-2,1,2,1,Capable|Considerate|Persistent|Trustworthy|Efficient|GoodUnderPressure|HasLeadershipQualities|SelfConfident|Friendly|FeelSuperior|Caring|WarmInRelations|Fair|Affectionate|Just|Clever|Competent|Intelligent|Reliable|Empathetic,1,2,1,1,0,0,1,2,1,2,2,2,2,0,2,2,2,0,1,2,Considerate|FeelSuperior|Fair|Affectionate|Intelligent|SelfConfident|Reliable|Just|WarmInRelations|Competent|Clever|GoodUnderPressure|Trustworthy|Persistent|Friendly|Capable|Empathetic|HasLeadershipQualities|Efficient|Caring,3,2,1,3,1,TransMen|CisWomen|NonBinary|CisMen|TransWomen,2,1,1,3,2,TransMen|CisWomen|TransWomen|CisMen|NonBinary,1,2,5,6,5,5,2,4,3,4,6,3,4,5,4,3,6,4,8|1|2|5|6|4|7|3,4,5,4,4,5,6,5,10|11|12|14|9|13|15,4,6,5,Liberalism|Conservatism,3,6,0,TransMen|CisMen|Non-Binary|CisWomen|TransWomen,Necessity|Inherence|Informativeness|Uniformity|Stability|Naturalness|Discreteness|Exclusivity|Immutability,Keep,1,2,1,1,8
89,11/8/2017,100,1385,23.08333333,1,31c4mjKJUR6x5YN,1,1,1,0,1,0,2,2,2,2,0,0,1,2,2,2,2,1,0,2,0,0,2,GoodUnderPressure|Persistent|Intelligent|Affectionate|Competent|Considerate|Caring|WarmInRelations|SelfConfident|Empathetic|Just|Capable|Trustworthy|FeelSuperior|Efficient|Friendly|Reliable|Fair|Clever|HasLeadershipQualities,1,1,1,1,0,2,2,1,1,2,0,2,0,0,-1,2,2,2,2,2,Competent|Friendly|Efficient|Persistent|FeelSuperior|Considerate|Fair|Clever|Caring|GoodUnderPressure|Just|HasLeadershipQualities|Reliable|SelfConfident|Intelligent|Trustworthy|WarmInRelations|Affectionate|Capable|Empathetic,2,1,2,1,2,2,2,2,2,2,0,0,0,0,-2,2,2,2,2,2,FeelSuperior|Persistent|Clever|Just|WarmInRelations|Affectionate|Empathetic|SelfConfident|HasLeadershipQualities|Trustworthy|Fair|Friendly|Capable|Efficient|GoodUnderPressure|Competent|Reliable|Considerate|Intelligent|Caring,2,1,2,1,2,2,2,2,1,2,1,1,0,0,-2,2,2,2,2,2,HasLeadershipQualities|Reliable|Considerate|Caring|Trustworthy|Capable|Competent|Persistent|Empathetic|GoodUnderPressure|FeelSuperior|SelfConfident|WarmInRelations|Efficient|Intelligent|Fair|Affectionate|Just|Friendly|Clever,2,0,2,0,1,2,2,2,2,2,-2,0,-2,-1,-2,2,2,2,2,2,HasLeadershipQualities|Affectionate|Just|GoodUnderPressure|Competent|Reliable|Empathetic|FeelSuperior|Capable|Intelligent|Efficient|WarmInRelations|Fair|Trustworthy|Caring|Clever|Persistent|SelfConfident|Considerate|Friendly,3,3,0,1,0,NonBinary|TransWomen|CisMen|CisWomen|TransMen,3,3,2,2,0,CisWomen|TransMen|TransWomen|CisMen|NonBinary,1,3,7,8,7,1,6,5,6,1,3,6,1,5,6,5,6,6,3|2|6|8|5|4|1|7,1,6,6,4,6,4,6,9|15|14|12|13|11|10,5,1,7,Conservatism|Liberalism,2,2,0,TransWomen|CisMen|TransMen|CisWomen|Non-Binary,Informativeness|Uniformity|Naturalness|Discreteness|Necessity|Stability|Inherence|Immutability|Exclusivity,Keep,2,1,2,1,1
90,11/6/2017,100,5482,91.36666667,1,322OpSUrpHH29RA,0,1,1,1,1,2,0,0,1,0,2,-1,-1,0,0,1,-1,0,0,0,-1,-1,1,GoodUnderPressure|Clever|HasLeadershipQualities|Efficient|Trustworthy|Persistent|Affectionate|SelfConfident|Considerate|Friendly|Empathetic|Capable|Caring|WarmInRelations|Intelligent|Just|Reliable|Fair|FeelSuperior|Competent,1,0,1,0,0,1,2,-1,1,1,-1,0,0,0,2,1,0,0,-1,0,SelfConfident|Empathetic|Friendly|Affectionate|FeelSuperior|Trustworthy|HasLeadershipQualities|Clever|Caring|WarmInRelations|Persistent|Considerate|Efficient|Competent|Intelligent|Capable|Fair|GoodUnderPressure|Reliable|Just,2,0,1,2,1,2,-1,1,1,2,2,2,1,0,0,1,1,1,1,2,Capable|Fair|FeelSuperior|WarmInRelations|Competent|Empathetic|HasLeadershipQualities|Intelligent|Reliable|Persistent|Considerate|Clever|GoodUnderPressure|Affectionate|SelfConfident|Friendly|Efficient|Just|Trustworthy|Caring,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,0,1,1,-1,-1,0,0,1,WarmInRelations|Reliable|GoodUnderPressure|Fair|Considerate|Empathetic|Capable|FeelSuperior|Just|Intelligent|Efficient|Friendly|Caring|Trustworthy|Clever|Competent|Persistent|HasLeadershipQualities|SelfConfident|Affectionate,1,0,2,1,0,-1,-1,0,1,1,1,2,1,-1,-1,0,1,1,0,0,Reliable|Intelligent|Clever|Empathetic|FeelSuperior|Competent|WarmInRelations|Considerate|Just|SelfConfident|Capable|Affectionate|Friendly|GoodUnderPressure|Caring|Trustworthy|Fair|HasLeadershipQualities|Persistent|Efficient,2,3,1,1,1,CisMen|TransWomen|CisWomen|NonBinary|TransMen,1,3,1,2,2,CisMen|TransWomen|CisWomen|NonBinary|TransMen,1,0,7,0,7,2,4,7,7,2,4,1,1,4,1,5,6,5,2|8|4|1|6|7|5|3,4,5,2,6,3,4,4,9|15|11|12|14|13|10,5,6,6,Conservatism|Liberalism,10,10,0,TransMen|TransWomen|Non-Binary|CisWomen|CisMen,Stability|Inherence|Uniformity|Discreteness|Necessity|Informativeness|Exclusivity|Naturalness|Immutability,6 - Not un US - LatLong,1,2,1,1,3
91,11/6/2017,100,265,4.416666667,1,3dFYxWzHIrAlORi,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Just|FeelSuperior|Clever|WarmInRelations|Reliable|Competent|Trustworthy|Capable|SelfConfident|Intelligent|Considerate|Friendly|GoodUnderPressure|Caring|Affectionate|Fair|Persistent|Empathetic|HasLeadershipQualities|Efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Efficient|Considerate|SelfConfident|HasLeadershipQualities|WarmInRelations|Reliable|GoodUnderPressure|Capable|Affectionate|Persistent|Trustworthy|Intelligent|Competent|Fair|Empathetic|Caring|Friendly|Just|Clever|FeelSuperior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Considerate|SelfConfident|FeelSuperior|Empathetic|Intelligent|WarmInRelations|Reliable|Competent|Capable|Caring|Persistent|Affectionate|GoodUnderPressure|Fair|Clever|HasLeadershipQualities|Just|Friendly|Trustworthy|Efficient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Efficient|Caring|Intelligent|Just|Capable|Affectionate|SelfConfident|WarmInRelations|Persistent|Trustworthy|Clever|Friendly|Empathetic|Considerate|Competent|HasLeadershipQualities|FeelSuperior|Reliable|GoodUnderPressure|Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Reliable|Efficient|Competent|Persistent|Fair|GoodUnderPressure|Intelligent|Capable|HasLeadershipQualities|Empathetic|FeelSuperior|Friendly|WarmInRelations|SelfConfident|Just|Caring|Trustworthy|Clever|Affectionate|Considerate,3,3,0,0,0,TransWomen|CisMen|TransMen|CisWomen|NonBinary,3,3,2,2,0,TransWomen|CisWomen|NonBinary|TransMen|CisMen,1,5,6,4,4,4,4,6,6,5,3,5,3,5,5,4,NA,5,1|7|6|5|2|8|4|3,3,4,4,4,4,3,4,14|9|11|13|10|15|12,4,2,6,Conservatism|Liberalism,6,5,0,TransMen|CisMen|CisWomen|Non-Binary|TransWomen,Uniformity|Informativeness|Stability|Immutability|Inherence|Discreteness|Naturalness|Exclusivity|Necessity,Keep,2,1,1,1,5
92,11/6/2017,100,954,15.9,1,3dFZTUIREI6kwKB,0,1,1,1,2,2,1,1,1,1,1,0,2,2,2,1,2,2,2,2,2,1,1,SelfConfident|Considerate|Just|Competent|Affectionate|HasLeadershipQualities|Empathetic|Trustworthy|Persistent|Fair|Efficient|FeelSuperior|Intelligent|Friendly|Caring|Capable|WarmInRelations|Reliable|Clever|GoodUnderPressure,2,2,2,2,2,1,1,2,2,2,1,2,2,2,0,2,2,2,2,1,WarmInRelations|Affectionate|Persistent|HasLeadershipQualities|Fair|SelfConfident|Empathetic|Efficient|Considerate|Trustworthy|Capable|Intelligent|GoodUnderPressure|Competent|Just|FeelSuperior|Friendly|Reliable|Caring|Clever,1,1,-1,1,-1,-1,0,-1,-2,-1,1,0,0,0,2,1,1,-1,-1,-1,FeelSuperior|Friendly|Considerate|WarmInRelations|Capable|Persistent|Clever|Reliable|Fair|Intelligent|GoodUnderPressure|Caring|Efficient|Competent|Empathetic|Trustworthy|HasLeadershipQualities|Just|Affectionate|SelfConfident,0,1,1,1,1,0,1,1,1,-1,-1,-1,1,-1,2,0,1,1,2,2,Friendly|Empathetic|HasLeadershipQualities|Efficient|Competent|Considerate|Just|Affectionate|SelfConfident|Capable|FeelSuperior|Caring|Trustworthy|Intelligent|Clever|Fair|GoodUnderPressure|Reliable|Persistent|WarmInRelations,0,-1,-1,1,0,0,-1,-1,-2,-1,-2,-1,-1,-2,2,-2,-1,-1,0,1,HasLeadershipQualities|Empathetic|FeelSuperior|Reliable|WarmInRelations|Considerate|Competent|Efficient|Clever|Affectionate|Persistent|Trustworthy|SelfConfident|Caring|Fair|Intelligent|Just|Capable|Friendly|GoodUnderPressure,3,3,1,2,0,TransWomen|TransMen|CisWomen|NonBinary|CisMen,3,3,1,2,0,TransMen|CisMen|TransWomen|CisWomen|NonBinary,1,1,7,7,6,0,6,7,1,1,6,3,5,5,6,5,6,5,1|6|7|2|4|8|5|3,2,4,5,5,5,5,5,15|9|13|11|10|12|14,5,1,5,Liberalism|Conservatism,4,7,0,TransWomen|CisWomen|TransMen|CisMen|Non-Binary,Necessity|Uniformity|Stability|Naturalness|Exclusivity|Informativeness|Discreteness|Immutability|Inherence,5 - Not In US - Zip Code,1,2,1,1,1
